"","datetime","city","country","shape"
"30003",2009-02-16,"okahandja (namibia)",NA,"light"
"2954",2013-10-17,"okeechobee","us","light"
"11879",2009-11-19,"okeechobee","us","light"
"14228",2013-11-24,"okeechobee","us","light"
"43473",2012-04-25,"okeechobee","us","light"
"46280",2001-05-01,"okeechobee","us","light"
"82584",2010-09-14,"okeechobee","us","light"
"47269",2003-05-15,"okeene","us","light"
"52943",1995-06-01,"okinawa (japan)",NA,"light"
"83696",2012-09-17,"okinawa (japan)",NA,"light"
"54101",1958-06-15,"oklahoma (rural)",NA,"light"
"864",2005-10-01,"oklahoma city","us","light"
"5211",2006-10-26,"oklahoma city","us","light"
"12213",2003-01-01,"oklahoma city","us","light"
"12941",2010-11-20,"oklahoma city","us","light"
"22507",2008-12-24,"oklahoma city","us","light"
"25074",2001-12-05,"oklahoma city","us","light"
"25198",2007-01-25,"oklahoma city","us","light"
"26476",2003-01-29,"oklahoma city","us","light"
"35487",2009-03-16,"oklahoma city","us","light"
"58047",2006-06-27,"oklahoma city","us","light"
"62953",1963-07-15,"oklahoma city","us","light"
"65397",2012-07-21,"oklahoma city","us","light"
"74480",2009-08-16,"oklahoma city","us","light"
"83059",2004-09-15,"oklahoma city","us","light"
"85689",2011-09-23,"oklahoma city","us","light"
"67238",2003-07-28,"oklahoma city (near)","us","light"
"87020",2008-09-29,"okmulgee","us","light"
"3807",2003-10-21,"olathe","us","light"
"13456",2010-11-02,"olathe","us","light"
"17411",2005-01-17,"olathe","us","light"
"19252",2001-12-01,"olathe","us","light"
"26212",2007-12-08,"olathe","us","light"
"26234",2007-12-08,"olathe","us","light"
"26549",2007-12-09,"olathe","us","light"
"44130",2005-04-29,"olathe","us","light"
"53288",2006-06-01,"olathe","us","light"
"57286",2000-06-24,"olathe","us","light"
"67365",2012-07-28,"olathe","us","light"
"67862",2012-07-30,"olathe","us","light"
"71038",1997-07-09,"olathe","us","light"
"85672",2009-09-23,"olathe","us","light"
"86205",2013-09-25,"olathe","us","light"
"16683",2009-01-15,"olathe / lenexa / lawrence",NA,"light"
"26024",2013-01-27,"old bridge","us","light"
"79355",2012-08-04,"old bridge","us","light"
"18710",2014-01-20,"old hickory","us","light"
"17767",2003-11-08,"old saybrook","us","light"
"18130",1965-11-09,"old saybrook","us","light"
"53326",2009-06-01,"old saybrook","us","light"
"55373",2002-06-17,"old saybrook","us","light"
"69633",2013-07-04,"old saybrook","us","light"
"57127",2007-06-23,"old station","us","light"
"28174",2013-01-08,"old town","us","light"
"41497",2012-04-16,"old town","us","light"
"22227",2003-12-23,"oldbridge",NA,"light"
"45363",2002-04-08,"oldham (uk/england)","gb","light"
"25709",1995-12-07,"oldsmar","us","light"
"72192",1998-08-01,"olean","us","light"
"47804",2002-05-18,"oley valley",NA,"light"
"85405",2010-09-22,"olive branch","us","light"
"54695",1997-06-15,"olive hill","us","light"
"46810",2011-05-13,"olivebridge","us","light"
"18517",1993-01-20,"oliverea","us","light"
"69367",2011-07-04,"olmsted falls","us","light"
"22549",2011-12-24,"olney","us","light"
"49838",2012-05-28,"olney","us","light"
"68630",1997-07-04,"olney","us","light"
"2711",2012-10-16,"olympia","us","light"
"14526",2006-11-26,"olympia","us","light"
"21818",2005-01-22,"olympia","us","light"
"28998",2001-02-12,"olympia","us","light"
"30733",2013-02-20,"olympia","us","light"
"32556",2000-02-04,"olympia","us","light"
"32597",2003-02-04,"olympia","us","light"
"35949",2001-03-19,"olympia","us","light"
"38798",2010-03-05,"olympia","us","light"
"43553",2004-04-26,"olympia","us","light"
"49117",2009-05-24,"olympia","us","light"
"50299",2009-05-31,"olympia","us","light"
"58049",2006-06-28,"olympia","us","light"
"60260",2001-06-07,"olympia","us","light"
"62659",2000-07-14,"olympia","us","light"
"71856",2011-08-11,"olympia","us","light"
"81933",1999-09-12,"olympia","us","light"
"86716",2003-09-28,"olympia","us","light"
"1467",2006-10-13,"omaha","us","light"
"7215",2007-10-05,"omaha","us","light"
"13425",2009-11-02,"omaha","us","light"
"13726",2008-11-22,"omaha","us","light"
"14766",2010-11-27,"omaha","us","light"
"15770",2012-11-03,"omaha","us","light"
"32365",2008-02-29,"omaha","us","light"
"48852",2012-05-22,"omaha","us","light"
"52057",2010-06-11,"omaha","us","light"
"53594",2012-06-12,"omaha","us","light"
"53678",2002-06-13,"omaha","us","light"
"57951",2013-06-26,"omaha","us","light"
"67720",2004-07-30,"omaha","us","light"
"68868",2006-07-04,"omaha","us","light"
"75055",2012-08-18,"omaha","us","light"
"77537",2010-08-26,"omaha","us","light"
"79504",2005-08-05,"omaha","us","light"
"82100",2010-09-12,"omaha","us","light"
"87777",2006-09-04,"omaha","us","light"
"69250",2010-07-04,"omak","us","light"
"72726",2007-08-12,"omak","us","light"
"43272",2011-04-24,"omega","us","light"
"68033",2008-07-31,"omro (northwest of)","us","light"
"59589",2001-06-04,"onalaska","us","light"
"7915",2011-10-08,"onaway","us","light"
"38993",2011-03-06,"oneida","us","light"
"42963",1998-04-23,"oneonta","us","light"
"78727",2006-08-31,"onion creek","us","light"
"56889",2011-06-22,"ontario","us","light"
"78916",2001-08-03,"ontario","us","light"
"83325",2002-09-16,"ontario","us","light"
"88021",2006-09-05,"ontario","us","light"
"67754",2006-07-30,"ontario (canada)",NA,"light"
"73206",1982-08-14,"ontario (canada)",NA,"light"
"50597",2004-05-04,"ontario (eastern) (canada)",NA,"light"
"73257",2001-08-14,"ontario (southeast) (canada)",NA,"light"
"79311",2011-08-04,"ontonagon","us","light"
"65594",2011-07-02,"oologah","us","light"
"69369",2011-07-04,"oostburg","us","light"
"6715",2003-10-03,"ootischenia&#44 castlegar (canada)",NA,"light"
"22335",2012-12-23,"opp","us","light"
"50363",2013-05-31,"oradea (romania)",NA,"light"
"88448",2005-09-07,"oradell","us","light"
"1590",2013-10-13,"orange","us","light"
"21284",2010-01-02,"orange","us","light"
"39718",2007-04-10,"orange","us","light"
"44730",2011-04-04,"orange","us","light"
"49493",2013-05-26,"orange","us","light"
"57552",2000-06-25,"orange","us","light"
"63988",2010-07-16,"orange","us","light"
"69643",2013-07-04,"orange","us","light"
"69880",2001-07-05,"orange","us","light"
"85030",2006-09-02,"orange","us","light"
"4034",2004-10-02,"orange beach","us","light"
"48923",2005-05-23,"orange beach","us","light"
"59481",2007-06-03,"orange beach","us","light"
"21201",2003-01-02,"orange county","us","light"
"30260",2002-02-18,"orange county","us","light"
"84215",2009-09-19,"orangebury",NA,"light"
"35380",2014-03-15,"orangevale","us","light"
"35383",2014-03-15,"orangevale","us","light"
"46115",1964-05-01,"orangevale","us","light"
"10019",2013-11-13,"orangeville (canada)","ca","light"
"55464",2010-06-17,"orangeville (ontario) (canada)","ca","light"
"32399",1999-02-03,"orangeville/lena/mcconnell (between)",NA,"light"
"15097",1997-11-29,"orcas island",NA,"light"
"85764",1994-09-24,"orcas island",NA,"light"
"48928",2005-05-23,"orchard lake","us","light"
"231",2010-10-10,"orchard park","us","light"
"7422",2006-10-06,"orchard park","us","light"
"85015",2006-09-02,"orchard park","us","light"
"8046",2006-10-09,"orefield","us","light"
"7855",2008-10-08,"oregon (mid-state; on interstate-5)",NA,"light"
"49983",2010-05-29,"oregon city","us","light"
"49988",2010-05-29,"oregon city","us","light"
"69706",2013-07-04,"oregon city","us","light"
"78057",2011-08-28,"oregon city","us","light"
"68066",2010-07-31,"oregon house","us","light"
"10259",2012-11-14,"orem","us","light"
"20128",2008-12-14,"orem","us","light"
"21684",2013-12-21,"orem","us","light"
"31092",2012-02-02,"orem","us","light"
"43658",2013-04-26,"orem","us","light"
"49531",2013-05-26,"orem","us","light"
"57867",2007-06-26,"orem","us","light"
"76051",2012-08-21,"orem","us","light"
"25103",2003-12-05,"orillia (canada)","ca","light"
"75166",2001-08-19,"orion",NA,"light"
"13124",2010-11-21,"orland","us","light"
"18815",2005-12-10,"orland","us","light"
"43080",2011-04-23,"orland","us","light"
"43586",2007-04-26,"orland","us","light"
"48416",2003-05-21,"orland","us","light"
"59087",2003-06-30,"orland","us","light"
"6404",2004-10-31,"orland hills","us","light"
"87272",2005-09-30,"orland hills","us","light"
"824",2005-10-01,"orland park","us","light"
"825",2005-10-01,"orland park","us","light"
"6405",2004-10-31,"orland park","us","light"
"14366",2008-11-25,"orland park","us","light"
"14720",2006-11-27,"orland park","us","light"
"20908",2005-12-18,"orland park","us","light"
"75914",2004-08-21,"orland park","us","light"
"75915",2004-08-21,"orland park","us","light"
"87275",2005-09-30,"orland park","us","light"
"87276",2005-09-30,"orland park","us","light"
"87277",2005-09-30,"orland park","us","light"
"87295",2005-09-30,"orland park","us","light"
"87304",2005-09-30,"orland park","us","light"
"6398",2004-10-31,"orland park/tinely park",NA,"light"
"6385",2004-10-31,"orland/tinley park",NA,"light"
"2823",2005-10-17,"orlando","us","light"
"4494",2007-10-23,"orlando","us","light"
"5427",2008-10-27,"orlando","us","light"
"7822",2005-10-08,"orlando","us","light"
"9544",2013-01-11,"orlando","us","light"
"15149",2005-11-29,"orlando","us","light"
"15155",2005-11-29,"orlando","us","light"
"16762",2012-01-15,"orlando","us","light"
"17481",2008-11-07,"orlando","us","light"
"17518",2009-01-17,"orlando","us","light"
"17592",2012-11-07,"orlando","us","light"
"18944",2013-12-10,"orlando","us","light"
"19135",1981-12-01,"orlando","us","light"
"22321",2011-12-23,"orlando","us","light"
"22924",2013-12-25,"orlando","us","light"
"23352",2005-12-28,"orlando","us","light"
"23631",2012-12-29,"orlando","us","light"
"24088",2011-12-31,"orlando","us","light"
"25124",2004-12-05,"orlando","us","light"
"25271",2011-12-05,"orlando","us","light"
"29062",2007-02-12,"orlando","us","light"
"32588",2002-02-04,"orlando","us","light"
"36422",2008-03-21,"orlando","us","light"
"37411",2007-03-26,"orlando","us","light"
"37834",2001-03-29,"orlando","us","light"
"37870",2004-03-30,"orlando","us","light"
"39051",1998-03-07,"orlando","us","light"
"39745",2009-04-10,"orlando","us","light"
"40415",2008-04-12,"orlando","us","light"
"40587",2006-04-13,"orlando","us","light"
"42961",1997-04-23,"orlando","us","light"
"45902",2010-05-10,"orlando","us","light"
"46095",2013-05-11,"orlando","us","light"
"47338",2005-05-15,"orlando","us","light"
"48074",2012-05-19,"orlando","us","light"
"48812",2010-05-22,"orlando","us","light"
"49505",2013-05-26,"orlando","us","light"
"55213",2008-06-16,"orlando","us","light"
"57135",2008-06-23,"orlando","us","light"
"60810",2012-06-09,"orlando","us","light"
"61357",2011-07-11,"orlando","us","light"
"66794",2008-07-26,"orlando","us","light"
"67327",2010-07-28,"orlando","us","light"
"74284",2013-08-15,"orlando","us","light"
"76161",2004-08-02,"orlando","us","light"
"77189",2003-08-25,"orlando","us","light"
"77236",2007-08-25,"orlando","us","light"
"86779",2009-09-28,"orlando","us","light"
"28109",2008-01-08,"orlando (70 miles north of)","us","light"
"29946",2004-02-16,"orlando/oviedo",NA,"light"
"66527",2008-07-25,"orleans","us","light"
"45067",2008-04-06,"orleans (canada)","ca","light"
"3329",2010-10-19,"ormond beach","us","light"
"45358",2001-04-08,"ormond beach/daytona beach",NA,"light"
"22731",2002-12-25,"oro valley","us","light"
"65016",2004-07-21,"orofino","us","light"
"23805",2013-12-30,"orotin (costa rica)",NA,"light"
"10681",2011-11-15,"oroville","us","light"
"20273",1998-12-15,"oroville","us","light"
"21168",2000-01-02,"oroville","us","light"
"36096",2014-03-19,"oroville","us","light"
"80661",2008-08-09,"orrock","us","light"
"65116",2010-07-20,"orrville","us","light"
"17222",2013-01-16,"orting","us","light"
"66307",2011-07-24,"orting","us","light"
"66308",2011-07-24,"orting","us","light"
"72428",2011-08-01,"orting","us","light"
"84505",2007-09-20,"orting","us","light"
"79837",2011-08-06,"orwell","us","light"
"53351",2011-06-01,"osage beach","us","light"
"76349",1998-08-22,"osceola","us","light"
"84533",2009-09-20,"osceola to kansas city",NA,"light"
"78266",2011-08-29,"oscoda","us","light"
"1701",2002-10-14,"oshawa (canada)","ca","light"
"35791",2003-03-18,"oshawa (canada)","ca","light"
"35792",2003-03-18,"oshawa (canada)","ca","light"
"59547",2013-06-03,"oshawa (canada)","ca","light"
"61020",2006-07-10,"oshawa (canada)","ca","light"
"74641",2003-08-17,"oshawa (canada)","ca","light"
"84068",2004-09-19,"oshawa (canada)","ca","light"
"28121",2009-01-08,"oshkosh","us","light"
"31478",2012-02-23,"oshkosh","us","light"
"74968",2008-08-18,"oshkosh","us","light"
"81006",2012-09-10,"oshkosh","us","light"
"6090",2005-10-30,"osierfield","us","light"
"35146",2001-03-15,"oslo (norway)",NA,"light"
"31356",1998-02-23,"ossipee","us","light"
"72373",2008-08-01,"ossipee","us","light"
"73609",1976-08-15,"ossipee","us","light"
"17815",2004-11-08,"oswego","us","light"
"28675",2011-02-11,"oswego","us","light"
"41821",2007-04-18,"oswego","us","light"
"60811",2012-06-09,"oswego","us","light"
"67574",2012-07-29,"oswego","us","light"
"3884",2010-10-21,"otis","us","light"
"48930",2005-05-23,"otis (over the ocean)","us","light"
"68534",1968-07-04,"otis air force base",NA,"light"
"68535",1968-07-04,"otis air force base",NA,"light"
"57150",2009-06-23,"otoe","us","light"
"41987",2006-04-19,"ottawa","us","light"
"57628",2005-06-25,"ottawa","us","light"
"292",2013-10-10,"ottawa (canada)","ca","light"
"6732",2004-10-03,"ottawa (canada)","ca","light"
"19558",2013-12-01,"ottawa (canada)","ca","light"
"21251",2007-01-02,"ottawa (canada)","ca","light"
"28681",2012-02-11,"ottawa (canada)","ca","light"
"34569",1997-03-13,"ottawa (canada)","ca","light"
"36193",2006-03-21,"ottawa (canada)","ca","light"
"37001",2013-03-23,"ottawa (canada)","ca","light"
"37863",2004-03-29,"ottawa (canada)","ca","light"
"37864",2004-03-29,"ottawa (canada)","ca","light"
"39163",2007-03-07,"ottawa (canada)","ca","light"
"45296",2011-04-07,"ottawa (canada)","ca","light"
"46043",2010-05-11,"ottawa (canada)","ca","light"
"48199",2001-05-20,"ottawa (canada)","ca","light"
"48742",2003-05-22,"ottawa (canada)","ca","light"
"48813",2010-05-22,"ottawa (canada)","ca","light"
"49944",2006-05-29,"ottawa (canada)","ca","light"
"50205",2013-05-30,"ottawa (canada)","ca","light"
"57593",2003-06-25,"ottawa (canada)","ca","light"
"61213",2001-07-11,"ottawa (canada)","ca","light"
"68780",2003-07-04,"ottawa (canada)","ca","light"
"72992",2003-08-13,"ottawa (canada)","ca","light"
"74813",2013-08-17,"ottawa (canada)","ca","light"
"83107",2006-09-15,"ottawa (carleton) (canada)","ca","light"
"2755",1998-10-17,"ottawa (woodroffe &amp; baseline) (canada)","ca","light"
"59609",2004-06-04,"otterville (canada)",NA,"light"
"45040",2006-04-06,"ottovile",NA,"light"
"3654",2009-10-20,"ottumwa","us","light"
"63623",2006-07-15,"ottumwa","us","light"
"64034",2012-07-16,"ottumwa","us","light"
"72312",2005-08-01,"ottumwa","us","light"
"32024",1999-02-27,"oudenaarde and maarkedal (between) (belgium)",NA,"light"
"66260",2009-07-24,"ouj&eacute; bougoumou (canada)",NA,"light"
"31101",2012-02-02,"ourinhos (brazil)",NA,"light"
"65939",2002-07-23,"outer banks",NA,"light"
"15269",1996-11-30,"outlook","us","light"
"18943",2013-12-10,"overland park","us","light"
"29993",2009-02-16,"overland park","us","light"
"32862",2012-02-05,"overland park","us","light"
"63051",1974-07-15,"overland park","us","light"
"70312",2011-07-06,"overland park","us","light"
"81792",2011-09-01,"ovid","us","light"
"26337",2012-12-08,"oviedo","us","light"
"80345",2006-08-08,"oviedo","us","light"
"9555",2014-01-11,"oviedo (town in orlando)","us","light"
"22152",2012-12-22,"ovilla","us","light"
"4110",2011-10-02,"owasso","us","light"
"63603",2005-07-15,"owasso","us","light"
"87640",2012-09-03,"owasso","us","light"
"5431",2008-10-27,"owatonna","us","light"
"70896",2005-07-08,"owatonna","us","light"
"86393",2011-09-26,"owego","us","light"
"39000",2012-03-06,"owen sound (canada)","ca","light"
"42900",2012-04-22,"owen sound (canada)","ca","light"
"71653",1996-08-11,"owen sound (canada)","ca","light"
"3426",1974-10-20,"owensboro","us","light"
"24445",2007-12-03,"owensboro","us","light"
"46838",2013-05-13,"owensboro","us","light"
"48962",2008-05-23,"owensboro","us","light"
"65591",2011-07-02,"owensboro","us","light"
"83104",2006-09-15,"owensboro","us","light"
"37355",1997-03-26,"owings mills","us","light"
"33954",2011-03-11,"owings mills/baltimore",NA,"light"
"17990",2010-11-08,"owosso","us","light"
"19163",1995-12-01,"owosso","us","light"
"71107",2005-07-09,"owyhee river",NA,"light"
"4805",2011-10-24,"oxford","us","light"
"51139",2014-05-06,"oxford","us","light"
"52344",1972-06-01,"oxford","us","light"
"64454",2008-07-18,"oxford","us","light"
