"","datetime","city","country","shape"
"80845",2003-09-10,"tijuana (mexico)",NA,"sphere"
"39457",2000-03-09,"timbo (approx. 7 miles west of)","us","sphere"
"39456",2000-03-09,"timbo (approx.7 miles west of )","us","sphere"
"56985",2013-06-22,"timmins (canada)","ca","sphere"
"65838",2012-07-22,"timmins (canada)","ca","sphere"
"6433",2004-10-31,"tinley park","us","sphere"
"6438",2004-10-31,"tinley park","us","sphere"
"36380",2004-03-21,"tinton falls","us","sphere"
"61169",2013-07-10,"tiny township (canada)",NA,"sphere"
"3458",1996-10-20,"tipton","us","sphere"
"64408",2004-07-18,"titusville","us","sphere"
"25406",1998-12-06,"tjorn (sweden)",NA,"sphere"
"83496",1999-09-17,"todos santos&#44 bcs (mexico)",NA,"sphere"
"533",1961-10-01,"toledo","us","sphere"
"5493",2012-10-27,"toledo","us","sphere"
"8061",2007-10-09,"toledo","us","sphere"
"52227",1965-06-01,"toledo","us","sphere"
"82202",2000-09-13,"toledo","us","sphere"
"19985",2012-12-13,"tomah","us","sphere"
"69048",2009-07-04,"tomahawk","us","sphere"
"9524",2013-11-01,"toms brook","us","sphere"
"76814",1970-08-24,"toms river","us","sphere"
"78199",2007-08-29,"toms river","us","sphere"
"77239",2007-08-25,"tonbridge (uk/england)","gb","sphere"
"34795",1997-03-14,"tonopah","us","sphere"
"68583",1993-07-04,"tooele city",NA,"sphere"
"38340",2014-03-31,"topanga beach","us","sphere"
"69508",2012-07-04,"toppenish","us","sphere"
"11082",2010-11-16,"topsail beach","us","sphere"
"19220",2001-01-21,"toronto (canada)","ca","sphere"
"20226",1984-12-15,"toronto (canada)","ca","sphere"
"37224",2004-03-25,"toronto (canada)","ca","sphere"
"54661",1996-06-15,"toronto (canada)","ca","sphere"
"54825",2002-06-15,"toronto (canada)","ca","sphere"
"73569",1972-08-15,"toronto (canada)","ca","sphere"
"75272",2007-08-19,"toronto (canada)","ca","sphere"
"81715",2007-09-01,"toronto (canada)","ca","sphere"
"85910",2011-09-24,"toronto (canada)","ca","sphere"
"65",1994-10-10,"toronto (greater toronto area) (canada)","ca","sphere"
"70376",2013-07-06,"toronto (scarborough) (canada)","ca","sphere"
"12183",2002-01-01,"torquay (outside of) (uk/england)","gb","sphere"
"7544",2013-10-06,"torrance","us","sphere"
"30694",2009-02-20,"torrance","us","sphere"
"65847",2012-07-22,"torrance","us","sphere"
"71669",2000-08-11,"torrance","us","sphere"
"78459",2007-08-30,"torrenueva (granada) (spain)",NA,"sphere"
"61205",2000-07-11,"torrington","us","sphere"
"88437",2004-09-07,"torrington","us","sphere"
"2939",2012-10-17,"toton&#44 nottingham (uk/england)",NA,"sphere"
"65505",2005-07-02,"toulon (france)",NA,"sphere"
"62860",2013-07-14,"townsend","us","sphere"
"19714",2009-12-12,"towson","us","sphere"
"19969",2012-12-13,"towson","us","sphere"
"48625",2009-05-02,"tracadie-sheila (canada)",NA,"sphere"
"5203",2005-10-26,"tracy","us","sphere"
"31261",2010-02-22,"tralee (ireland)",NA,"sphere"
"45656",2011-04-09,"travelers rest","us","sphere"
"37762",2011-03-28,"traverse city","us","sphere"
"69311",2011-07-04,"traverse city","us","sphere"
"80972",2011-09-10,"tremont","us","sphere"
"31359",1998-02-23,"trenton (canada)","ca","sphere"
"47540",2005-05-16,"trinidad","us","sphere"
"85717",2012-09-23,"trion","us","sphere"
"40599",2007-04-13,"troutdale","us","sphere"
"2656",2010-10-16,"troutville","us","sphere"
"2659",2010-10-16,"troutville","us","sphere"
"8910",2012-11-11,"troy","us","sphere"
"16747",2011-11-05,"troy","us","sphere"
"17653",2014-01-17,"troy","us","sphere"
"20148",2010-12-14,"troy","us","sphere"
"88993",2010-09-09,"troy","us","sphere"
"368",2003-10-11,"truckee","us","sphere"
"84171",2009-09-19,"trumbull","us","sphere"
"45004",2000-04-06,"tuckerton","us","sphere"
"73666",1982-08-15,"tuckerton","us","sphere"
"2509",1989-10-16,"tucson","us","sphere"
"20970",2011-12-18,"tucson","us","sphere"
"24468",2008-12-03,"tucson","us","sphere"
"34120",2004-03-01,"tucson","us","sphere"
"34973",2013-03-14,"tucson","us","sphere"
"39515",2007-03-09,"tucson","us","sphere"
"40553",2002-04-13,"tucson","us","sphere"
"40782",2007-04-14,"tucson","us","sphere"
"41534",2014-04-16,"tucson","us","sphere"
"47532",2004-05-16,"tucson","us","sphere"
"72202",1999-08-01,"tucson","us","sphere"
"86589",2011-09-27,"tucson","us","sphere"
"18104",2014-01-18,"tujunga","us","sphere"
"46803",2010-05-13,"tujunga","us","sphere"
"84369",1998-09-20,"tukwila","us","sphere"
"75140",1999-08-19,"tukwila (sea)","us","sphere"
"60344",2008-06-07,"tulare","us","sphere"
"80249",1996-08-08,"tularosa","us","sphere"
"32683",2012-02-04,"tullahoma","us","sphere"
"47163",1996-05-15,"tulsa","us","sphere"
"69509",2012-07-04,"tulsa","us","sphere"
"82543",2008-09-14,"tumwater","us","sphere"
"51726",1999-06-10,"tupelo","us","sphere"
"60270",2002-06-07,"tupelo","us","sphere"
"80927",2008-09-10,"tupelo","us","sphere"
"19221",2001-12-01,"turnagain pass",NA,"sphere"
"3929",2012-10-21,"turner","us","sphere"
"70091",2013-07-05,"turner","us","sphere"
"27411",2014-01-04,"tuscaloosa","us","sphere"
"31792",2009-02-25,"tuscaloosa","us","sphere"
"41966",2004-04-19,"tustin","us","sphere"
"49366",1999-05-26,"tustin","us","sphere"
"54676",1997-06-15,"tuzla (bosnia-herzegovina)",NA,"sphere"
"42935",2014-04-22,"twilight","us","sphere"
"17199",2012-11-06,"twin falls","us","sphere"
"59713",2013-06-04,"twin falls","us","sphere"
"64377",2000-07-18,"twin falls","us","sphere"
"64397",2003-07-18,"twin falls","us","sphere"
"22114",2011-12-22,"twisp","us","sphere"
"65333",2009-07-21,"twisp","us","sphere"
"51826",2007-06-10,"tybee island (traveling toward)","us","sphere"
"11612",2008-11-18,"tyler","us","sphere"
"12363",2009-01-01,"tyler","us","sphere"
"67197",2000-07-28,"tyler","us","sphere"
"88152",1998-09-06,"tyler","us","sphere"
"17555",2011-11-07,"tyrone","us","sphere"
"4655",1995-10-24,"tyrrhenian sea",NA,"sphere"
"11991",1968-01-01,"udorn (thailand)",NA,"sphere"
"87100",2012-09-29,"ufica",NA,"sphere"
"44856",2005-04-05,"uk/england",NA,"sphere"
"60093",2006-06-06,"uk/england",NA,"sphere"
"63126",1978-07-15,"uk/england",NA,"sphere"
"76722",2009-08-23,"uk/england",NA,"sphere"
"79715",2003-08-06,"uk/england",NA,"sphere"
"84384",2000-09-20,"uk/england",NA,"sphere"
"52772",1988-06-01,"uk/england (lincolnshire)",NA,"sphere"
"79917",1977-08-07,"uk/scotland",NA,"sphere"
"14620",1978-11-27,"ukiah","us","sphere"
"14621",1978-11-27,"ukiah","us","sphere"
"83309",2001-09-16,"union","us","sphere"
"12567",2012-01-01,"university place","us","sphere"
"50012",2012-05-29,"university place","us","sphere"
"69374",2011-07-04,"university place","us","sphere"
"27072",2006-01-03,"unknown",NA,"sphere"
"44732",2011-04-04,"unknown",NA,"sphere"
"56999",1982-06-23,"unknown",NA,"sphere"
"54770",2000-06-15,"unsure",NA,"sphere"
"16126",2010-11-04,"upland","us","sphere"
"60857",1969-07-10,"upper dublin",NA,"sphere"
"29523",2014-02-14,"upper marlboro","us","sphere"
"81291",2012-09-11,"upton","us","sphere"
"66023",2009-07-23,"urmston (manchester)",NA,"sphere"
"62900",1952-07-15,"ushuaia (argentina)",NA,"sphere"
"33855",2003-03-11,"utica","us","sphere"
"8372",2010-01-10,"uxbridge","us","sphere"
"46208",1992-05-01,"va&#39vau (tonga)",NA,"sphere"
"26006",2013-12-07,"vacaville","us","sphere"
"28156",2012-01-08,"vacaville","us","sphere"
"45330",2014-04-07,"vadodara (india)",NA,"sphere"
"56400",2003-06-21,"vail","us","sphere"
"77475",2005-08-26,"vail","us","sphere"
"60184",2012-06-06,"valhalla","us","sphere"
"1760",2008-10-14,"vallejo","us","sphere"
"14017",2012-11-23,"vallejo","us","sphere"
"50959",2014-05-05,"vallejo","us","sphere"
"71547",2011-08-10,"vallenar/ la serena (between)",NA,"sphere"
"59640",2007-06-04,"valley","us","sphere"
"20202",1966-12-15,"valley forge","us","sphere"
"54907",2005-06-15,"valley springs","us","sphere"
"59227",2008-06-30,"valley village",NA,"sphere"
"62555",2013-07-13,"valley village",NA,"sphere"
"81437",1986-09-01,"valparaiso (chile)",NA,"sphere"
"16364",1998-11-05,"van nuys","us","sphere"
"72052",1978-08-01,"van nuys","us","sphere"
"81635",2003-09-01,"van nuys","us","sphere"
"63217",1988-07-15,"van nuys (colbath ave.)","us","sphere"
"72699",2007-08-12,"van wert","us","sphere"
"36898",2004-03-23,"vanceboro","us","sphere"
"30710",2011-02-20,"vancouver","us","sphere"
"41140",2004-04-15,"vancouver","us","sphere"
"42140",1998-04-20,"vancouver","us","sphere"
"42279",2010-04-20,"vancouver","us","sphere"
"60244",1999-06-07,"vancouver","us","sphere"
"64530",2011-07-18,"vancouver","us","sphere"
"67884",2013-07-30,"vancouver","us","sphere"
"69094",2010-07-04,"vancouver","us","sphere"
"69594",2012-07-04,"vancouver","us","sphere"
"84940",1999-09-02,"vancouver","us","sphere"
"86808",2011-09-28,"vancouver","us","sphere"
"10305",1969-11-15,"vancouver (canada)","ca","sphere"
"21750",2002-01-22,"vancouver (canada)","ca","sphere"
"40425",2008-04-12,"vancouver (canada)","ca","sphere"
"82914",1998-09-15,"varysburg","us","sphere"
"63088",1976-07-15,"vashon island",NA,"sphere"
"40121",1998-04-01,"vega alta (puerto rico) (north side)","us","sphere"
"53559",2009-06-12,"veliko tarnovo (bulgaria)",NA,"sphere"
"30703",2010-02-20,"venetia","us","sphere"
"4619",2013-10-23,"venice","us","sphere"
"16128",2010-11-04,"venice","us","sphere"
"20662",2012-12-16,"venice","us","sphere"
"61288",2007-07-11,"venice","us","sphere"
"50933",2012-05-05,"venice beach",NA,"sphere"
"28082",2007-01-08,"ventura","us","sphere"
"48408",2002-05-21,"ventura","us","sphere"
"87261",2005-09-30,"ventura","us","sphere"
"14255",1974-11-25,"verbena","us","sphere"
"86121",2009-09-25,"vernal","us","sphere"
"16898",1999-11-06,"vernon (canada)","ca","sphere"
"67367",2012-07-28,"vernon hills","us","sphere"
"14499",2003-11-26,"vernonia","us","sphere"
"22586",2012-12-24,"vero beach","us","sphere"
"26764",2008-01-30,"versailles","us","sphere"
"77143",1999-08-25,"versailles (east of)","us","sphere"
"7459",2008-10-06,"victor","us","sphere"
"85901",2010-09-24,"victoria","us","sphere"
"627",1987-10-01,"victoria (canada)","ca","sphere"
"3586",2006-10-20,"victoria (canada)","ca","sphere"
"28705",2014-02-11,"victoria (canada)","ca","sphere"
"57481",2013-06-24,"victoria (canada)","ca","sphere"
"60889",1991-07-10,"victoria (canada)","ca","sphere"
"65464",2001-07-02,"victoria (canada)","ca","sphere"
"25863",2007-12-07,"victoria (north of) (canada)","ca","sphere"
"39305",2005-03-08,"victorville","us","sphere"
"71870",2012-08-11,"victorville","us","sphere"
"3556",2004-10-20,"vienna","us","sphere"
"6113",2006-10-30,"vienna","us","sphere"
"65244",2004-07-21,"vienna","us","sphere"
"78160",2004-08-29,"vienna","us","sphere"
"79015",2008-08-03,"vienna","us","sphere"
"8979",1973-11-01,"viking (canada)","ca","sphere"
"48047",2009-05-19,"villa rica","us","sphere"
"59554",2013-06-03,"vincennes","us","sphere"
"3216",2000-10-20,"vineland","us","sphere"
"32455",2007-02-03,"vineland","us","sphere"
"83235",2012-09-15,"vineyard haven","us","sphere"
"71979",1965-08-01,"virden","us","sphere"
"2368",2007-10-15,"virginia beach","us","sphere"
"11360",2010-11-17,"virginia beach","us","sphere"
"11707",2013-11-18,"virginia beach","us","sphere"
"13310",2005-11-02,"virginia beach","us","sphere"
"13805",2012-11-22,"virginia beach","us","sphere"
"28463",2007-02-10,"virginia beach","us","sphere"
"33585",1997-03-10,"virginia beach","us","sphere"
"37911",2009-03-29,"virginia beach","us","sphere"
"41875",2012-04-18,"virginia beach","us","sphere"
"54864",2003-06-15,"virginia beach","us","sphere"
"84808",2010-09-21,"virginia beach","us","sphere"
"36750",2007-03-22,"visalia","us","sphere"
"4464",2004-10-23,"vista","us","sphere"
"12928",2009-11-20,"vista","us","sphere"
"30653",2007-02-20,"voorhees","us","sphere"
"52494",1976-06-01,"waco","us","sphere"
"50358",2013-05-31,"waconia","us","sphere"
"52300",1969-06-01,"wacousta/dewitt (near)",NA,"sphere"
"16013",2005-01-14,"wading river","us","sphere"
"17219",2013-11-06,"wadley","us","sphere"
"77105",1994-08-25,"wadsworth","us","sphere"
"65512",2006-07-02,"waialua","us","sphere"
"60031",2001-06-06,"waianae","us","sphere"
"64949",2001-07-20,"waianae","us","sphere"
"12614",2013-01-01,"wailuku","us","sphere"
"66252",2009-07-24,"waimanalo","us","sphere"
"44041",2013-04-28,"wakarusa","us","sphere"
"84779",2008-09-21,"wakefield (uk/england)","gb","sphere"
"30678",2008-02-20,"waldorf","us","sphere"
"80239",1991-08-08,"walesby&#44 nottinghamshire (uk/england)",NA,"sphere"
"12560",2012-01-01,"walla walla","us","sphere"
"68497",2013-07-03,"walla walla","us","sphere"
"83346",2004-09-16,"wallingford","us","sphere"
"49629",2008-05-27,"wallops island va",NA,"sphere"
"81938",2000-09-12,"walnut","us","sphere"
"20478",2012-12-15,"waltham","us","sphere"
"12239",2005-01-01,"waltham abbey (uk/england)","gb","sphere"
"12429",2010-01-01,"walworth","us","sphere"
"75365",2012-08-19,"walworth","us","sphere"
"76236",2008-08-02,"wapakoneta","us","sphere"
"41327",1999-04-16,"ward (northeast of&#44  on hwy. 67/167mm 25)","us","sphere"
"59929",2013-06-05,"wardsboro","us","sphere"
"24301",1999-12-03,"warm springs (approx. 15mi. east of 6)","us","sphere"
"27886",2006-01-07,"warminster (4 miles from) (uk/england)","gb","sphere"
"9124",2001-11-01,"warner","us","sphere"
"4496",2007-10-23,"warner robins","us","sphere"
"14911",2006-11-28,"warner robins","us","sphere"
"301",2013-10-10,"warren","us","sphere"
"1610",2013-10-13,"warren","us","sphere"
"19278",2002-12-01,"warren","us","sphere"
"30128",2006-02-17,"warren","us","sphere"
"34996",1966-03-15,"warren",NA,"sphere"
"56394",2002-06-21,"warren","us","sphere"
"73397",2010-08-14,"warren","us","sphere"
"73398",2010-08-14,"warren","us","sphere"
"22082",2007-12-22,"warrendale","us","sphere"
"69592",2012-07-04,"warrensburg","us","sphere"
"76526",2011-08-22,"warrenton","us","sphere"
"81678",2005-09-01,"warrenville","us","sphere"
"82559",2009-09-14,"warrior","us","sphere"
"83684",2011-09-17,"warsaw","us","sphere"
"42507",2011-04-21,"warsaw (poland)",NA,"sphere"
"27416",1978-01-06,"warwick","us","sphere"
"72392",2009-08-01,"warwick","us","sphere"
"81312",2012-09-11,"wasag beach - midland (canada)",NA,"sphere"
"38282",2009-03-31,"washington","us","sphere"
"47905",2012-05-18,"washington","us","sphere"
"69469",2012-07-04,"washington","us","sphere"
"50831",2006-05-05,"washington (uk/england)","gb","sphere"
"14783",2012-11-27,"washington court house","us","sphere"
"39231",2014-03-07,"washington court house","us","sphere"
"10719",2013-11-15,"washington township",NA,"sphere"
"6526",2007-10-31,"washington&#44 d.c.",NA,"sphere"
"21278",2009-01-02,"washington&#44 d.c.",NA,"sphere"
"26585",2009-12-09,"washington&#44 d.c.",NA,"sphere"
"44378",2010-04-30,"washington&#44 d.c.",NA,"sphere"
"51125",2012-05-06,"washington&#44 d.c.",NA,"sphere"
"63879",2002-07-16,"washington&#44 d.c.",NA,"sphere"
"65101",2010-07-20,"washington&#44 d.c.",NA,"sphere"
"65102",2010-07-20,"washington&#44 d.c.",NA,"sphere"
"68089",2011-07-31,"washington&#44 d.c.",NA,"sphere"
"69125",2010-07-04,"washington&#44 d.c.",NA,"sphere"
"44587",1962-04-05,"washington&#44 d.c. (area)",NA,"sphere"
"24915",2012-12-04,"washington&#44 dc",NA,"sphere"
"4584",2011-10-23,"wasilla","us","sphere"
"4585",2011-10-23,"wasilla","us","sphere"
"24036",2010-12-31,"wasilla","us","sphere"
"88770",2012-09-08,"wasilla","us","sphere"
"40285",2013-04-01,"watauga","us","sphere"
"473",2012-10-11,"watchung (was my perspective)","us","sphere"
"57874",2008-06-26,"waterbury","us","sphere"
"6983",2005-10-04,"waterford","us","sphere"
"66421",2000-07-25,"waterford","us","sphere"
"71420",2002-08-10,"waterford",NA,"sphere"
"16570",2006-01-15,"waterloo","us","sphere"
"23634",2012-12-29,"waterloo","us","sphere"
"33337",2009-02-08,"waterloo","us","sphere"
"66370",1989-07-25,"waterloo","us","sphere"
"582",1975-10-01,"waterloo (belgium)",NA,"sphere"
"53522",2006-06-12,"waterloo (canada)","ca","sphere"
"77728",2008-08-27,"waterloo (canada)","ca","sphere"
"42172",2001-04-20,"watertown","us","sphere"
"87824",2010-09-04,"watertown","us","sphere"
"88751",2011-09-08,"watertown",NA,"sphere"
"84132",2009-09-19,"waterville","us","sphere"
"36813",2013-03-22,"watervliet","us","sphere"
"37545",2004-03-27,"watsonville","us","sphere"
"80664",2009-08-09,"watton (uk/england)","gb","sphere"
"26661",2013-12-09,"waukegan","us","sphere"
"28450",2005-02-10,"waukesha","us","sphere"
"85116",2011-09-02,"waupaca","us","sphere"
"67931",2001-07-31,"wausau","us","sphere"
"6845",2012-10-03,"wautoma","us","sphere"
"51902",2012-06-10,"wauwatosa","us","sphere"
"67174",1995-07-28,"wauwatosa","us","sphere"
"70906",2006-07-08,"waverly","us","sphere"
"12015",1975-01-01,"waverly hall","us","sphere"
"31010",2004-02-02,"waxahachie","us","sphere"
"21288",2010-01-02,"waxhaw","us","sphere"
"87891",2013-09-04,"waxhaw","us","sphere"
"15139",2004-11-29,"wayland","us","sphere"
"15140",2004-11-29,"wayland","us","sphere"
"79438",2000-08-05,"wayne","us","sphere"
"85804",2002-09-24,"wayne","us","sphere"
"60419",2013-06-07,"weatherford","us","sphere"
"27198",2013-01-03,"weaverville","us","sphere"
"1069",2013-10-01,"webster","us","sphere"
"4337",2011-10-22,"webster","us","sphere"
"45108",2012-04-06,"webster","us","sphere"
"20201",1966-12-15,"webster city","us","sphere"
"22793",2008-12-25,"wednesbury",NA,"sphere"
"61683",1995-07-01,"wedowee","us","sphere"
"64632",2001-07-19,"weedsport","us","sphere"
"578",1974-10-01,"weirton","us","sphere"
"12469",2011-01-01,"welches","us","sphere"
"49595",2004-05-27,"welland (canada)","ca","sphere"
"49596",2004-05-27,"welland (canada)","ca","sphere"
"57438",2011-06-24,"welland (canada)","ca","sphere"
"79913",1966-08-07,"welland (canada)","ca","sphere"
"20936",2008-12-18,"wellington","us","sphere"
"23657",2013-12-29,"wellington","us","sphere"
"88491",2009-09-07,"wells","us","sphere"
"59264",2009-06-30,"wells hunstanton (uk/england)",NA,"sphere"
"24525",2010-12-03,"wellton","us","sphere"
"33068",1978-02-07,"wembly (uk/england)",NA,"sphere"
"63670",2007-07-15,"wenatchee","us","sphere"
"39371",2009-03-08,"wendell","us","sphere"
"68385",2011-07-03,"wentzville","us","sphere"
"72794",2011-08-12,"wernersville","us","sphere"
"87539",2006-09-03,"west bend",NA,"sphere"
"65073",2008-07-20,"west bloomfield","us","sphere"
"87080",2012-09-29,"west bloomfield","us","sphere"
"25739",2000-12-07,"west chester","us","sphere"
"85044",2007-09-02,"west chester","us","sphere"
"23220",2010-12-27,"west covina","us","sphere"
"44909",2011-04-05,"west covina","us","sphere"
"3314",2009-10-19,"west dennis","us","sphere"
"16412",2000-01-15,"west fargo","us","sphere"
"32719",2014-02-04,"west friendship area",NA,"sphere"
"3450",1994-10-20,"west grey (canada)",NA,"sphere"
"56579",2001-06-02,"west hartford","us","sphere"
"55443",2008-06-17,"west haven",NA,"sphere"
"69027",2009-07-04,"west haven",NA,"sphere"
"78563",2013-08-30,"west haven",NA,"sphere"
"41706",2012-04-17,"west hollywood","us","sphere"
"57279",1999-06-24,"west hollywood","us","sphere"
"33751",2012-03-10,"west islip","us","sphere"
"56991",1970-06-23,"west jefferson","us","sphere"
"64196",2007-07-17,"west jordan","us","sphere"
"72215",1999-08-01,"west kennebunk","us","sphere"
"67439",2002-07-29,"west los angeles","us","sphere"
"45832",2004-05-10,"west memphis",NA,"sphere"
"33615",2001-03-10,"west middlesex","us","sphere"
"16614",2007-01-15,"west mifflin","us","sphere"
"62435",2007-07-13,"west milwaukee","us","sphere"
"26935",2009-01-31,"west monroe","us","sphere"
"57195",2012-06-23,"west natcoke",NA,"sphere"
"72106",1988-08-01,"west new york",NA,"sphere"
"1332",2013-10-12,"west newbury",NA,"sphere"
"80474",2012-08-08,"west orange","us","sphere"
"457",2010-10-11,"west palm beach","us","sphere"
"4786",2009-10-24,"west palm beach","us","sphere"
"7225",2009-10-05,"west palm beach","us","sphere"
"29293",2013-02-13,"west palm beach","us","sphere"
"42897",2012-04-22,"west palm beach","us","sphere"
"56613",2004-06-02,"west palm beach","us","sphere"
"80177",2013-08-07,"west palm beach","us","sphere"
"87657",2013-09-03,"west palm beach","us","sphere"
"30577",1999-02-20,"west phoenix","us","sphere"
"60789",2011-06-09,"west seattle","us","sphere"
"69287",2011-07-04,"west seattle","us","sphere"
"85162",2012-09-02,"west seattle","us","sphere"
"64236",2010-07-17,"west seneca",NA,"sphere"
"39307",2005-03-08,"west st. paul",NA,"sphere"
"2267",2002-10-15,"west valley",NA,"sphere"
"75660",2007-08-20,"west valley",NA,"sphere"
"70983",2012-07-08,"west valley city",NA,"sphere"
"32690",2012-02-04,"west yarmouth","us","sphere"
"24936",2012-12-04,"westboro","us","sphere"
"85527",1998-09-23,"westborough","us","sphere"
"68241",2005-07-03,"westbrook","us","sphere"
"66059",2011-07-23,"western u.s. (commercial flight)",NA,"sphere"
"85083",2009-09-02,"westfield","us","sphere"
"55790",2003-06-19,"westford","us","sphere"
"11752",2000-11-19,"westlake","us","sphere"
"18296",2008-11-09,"westlake","us","sphere"
"59860",2009-06-05,"westlake","us","sphere"
"10118",2001-11-14,"westlake village","us","sphere"
"66533",2009-07-25,"westland","us","sphere"
"27250",2003-01-04,"westminster","us","sphere"
"49851",2012-05-28,"westminster","us","sphere"
"68942",2008-07-04,"westminster","us","sphere"
"60298",2005-06-07,"westmorland",NA,"sphere"
"48628",2009-05-02,"weston","us","sphere"
"43619",2011-04-26,"weston (i-75)","us","sphere"
"49895",1999-05-29,"westport","us","sphere"
"77040",2013-08-24,"westport","us","sphere"
"73460",2013-08-14,"wethersfield","us","sphere"
"25692",2014-01-26,"wetumpka","us","sphere"
"50905",2012-05-05,"weybridge","us","sphere"
"71328",1996-08-10,"wharton","us","sphere"
"65363",2011-07-21,"wheatland (used 2 be whiskey flats)","us","sphere"
"5484",2012-10-27,"wheaton","us","sphere"
"25511",2006-01-26,"wheaton","us","sphere"
"79749",2005-08-06,"wheaton","us","sphere"
"65247",2004-07-21,"wheeling","us","sphere"
"88524",2012-09-07,"whidbey",NA,"sphere"
"31873",2002-02-26,"whistler (canada)",NA,"sphere"
"27675",2008-01-06,"whitburn (uk/england)","gb","sphere"
"79647",2013-08-05,"whitby (canada)","ca","sphere"
"33727",2011-03-10,"whitchurch (buckinghamshire) (uk/england)","gb","sphere"
"69605",2012-07-04,"white city","us","sphere"
"36413",2006-03-22,"white mountain","us","sphere"
"12281",2007-01-01,"white pass",NA,"sphere"
"6267",1994-10-31,"white pine","us","sphere"
"17030",2007-11-06,"white sand missile range - north ocuro peak",NA,"sphere"
"25367",2014-01-25,"whitefield","us","sphere"
"17978",2010-01-18,"whitehall","us","sphere"
"87705",2001-09-04,"whitesboro","us","sphere"
"52571",1979-06-01,"whitman","us","sphere"
"70907",2006-07-08,"whitstable (uk/england)","gb","sphere"
"33889",2006-03-11,"whittier","us","sphere"
"58690",1968-06-30,"whittier","us","sphere"
"48737",2003-05-22,"wichita","us","sphere"
"48759",2005-05-22,"wichita","us","sphere"
"48821",2011-05-22,"wichita","us","sphere"
"56728",2013-06-02,"wichita","us","sphere"
"56729",2013-06-02,"wichita","us","sphere"
"65104",2010-07-20,"wichita","us","sphere"
"76735",2010-08-23,"wichita falls","us","sphere"
"88637",2003-09-08,"wichita falls","us","sphere"
"47867",2009-05-18,"wickenburg","us","sphere"
"72376",2008-08-01,"wickenburg","us","sphere"
"43535",2001-04-26,"wildwood","us","sphere"
"76123",2001-08-02,"wildwood","us","sphere"
"60169",2010-06-06,"wilkes-barre","us","sphere"
"70683",2009-07-07,"wilkes-barre","us","sphere"
"20286",1999-12-15,"wilkinson county",NA,"sphere"
"29743",2006-02-15,"wilksboro",NA,"sphere"
"26741",2004-01-30,"willard","us","sphere"
"68372",2010-07-03,"willard","us","sphere"
"60678",2001-06-09,"williams","us","sphere"
"37157",2013-03-24,"williamsburg","us","sphere"
"44607",1995-04-04,"williamsburg","us","sphere"
"59484",2008-06-03,"williamsburg","us","sphere"
"86108",2008-09-25,"williamsburg","us","sphere"
"73326",2007-08-14,"williamson county","us","sphere"
"17315",2002-11-07,"williamsport","us","sphere"
"55232",2010-06-16,"williamsville","us","sphere"
"37504",1997-03-27,"williston","us","sphere"
"12436",2010-01-01,"willow","us","sphere"
"61716",1997-07-01,"willow creek","us","sphere"
"75761",2012-08-20,"willowick","us","sphere"
"4667",1998-10-24,"wilmington","us","sphere"
"32517",2013-02-03,"wilmington","us","sphere"
"34934",2012-03-14,"wilmington","us","sphere"
"36046",2010-03-19,"wilmington","us","sphere"
"44891",2009-04-05,"wilmington","us","sphere"
"46943",2008-05-14,"wilmington","us","sphere"
"56294",2012-06-20,"wilmington","us","sphere"
"56550",2013-06-21,"wilmington","us","sphere"
"66620",2012-07-25,"wilmington","us","sphere"
"80324",2004-08-08,"wilmington","us","sphere"
"80619",2006-08-09,"wilmington","us","sphere"
"41181",2006-04-15,"wilmington (suburbs)","us","sphere"
"44544",2011-04-03,"wilmont",NA,"sphere"
"47048",1969-05-15,"wilshire (405 freeway&#44 northbound to)",NA,"sphere"
"65408",2013-07-21,"wilton manors","us","sphere"
"4481",2006-10-23,"wimborne&#44 dorset (uk/england)",NA,"sphere"
"64614",1998-07-19,"winchendon","us","sphere"
"27351",2011-01-04,"winchester","us","sphere"
"45448",2010-04-08,"winchester (uk/england)","gb","sphere"
"39290",2003-03-08,"windham",NA,"sphere"
"68580",1992-07-04,"windham","us","sphere"
"14642",1998-11-27,"windsor","us","sphere"
"32637",2007-02-04,"windsor","us","sphere"
"5325",2013-10-26,"windsor (canada)","ca","sphere"
"61360",2011-07-11,"wingdale","us","sphere"
"1635",1998-10-14,"winnipeg (canada)","ca","sphere"
"54271",1973-06-15,"winnipeg (canada)","ca","sphere"
"58553",2013-06-29,"winnipeg (canada)","ca","sphere"
"61612",1988-07-01,"winnipeg (canada)","ca","sphere"
"62850",2012-07-14,"winnipeg (canada)","ca","sphere"
"77137",1998-08-25,"winnipeg (canada)","ca","sphere"
"88132",2013-09-05,"winnipeg (canada)","ca","sphere"
"86206",2013-09-25,"winsdor (harrow) (canada)",NA,"sphere"
"85054",2007-09-02,"winslow","us","sphere"
"28646",2008-02-11,"winsted","us","sphere"
"54905",2005-06-15,"winston salem",NA,"sphere"
"2147",1998-10-15,"winston-salem","us","sphere"
"30904",2014-02-21,"winter park (orlando)","us","sphere"
"18418",2012-11-09,"winter springs","us","sphere"
"34361",2004-03-12,"winter springs/oviedo",NA,"sphere"
"34689",2007-03-13,"winthrop","us","sphere"
"63928",2006-07-16,"wirral (uk/england)",NA,"sphere"
"7928",2011-10-08,"wisconsin dells","us","sphere"
"71222",2011-07-09,"wisconsin dells","us","sphere"
"64998",2004-07-20,"wisconsin rapids","us","sphere"
"37349",1991-03-26,"wishek","us","sphere"
